Población;Latitud;Longitud
Pobla de Lillet (La);42,24344;1,97473
Polinyà;41,5575;2,156243
Pont de Vilomara i Rocafort (El);41,69987;1,870855
Prat de Llobregat (El);41,33047;2,093149
Prats de Lluçanès;42,00874;2,028578
Premià de Dalt;41,50655;2,343058
Premià de Mar;41,48958;2,356536
Puig-reig;41,97446;1,878855
Ripollet;41,49736;2,155674
Roca del Vallès (La);41,59053;2,326258
Roda de Ter;41,98597;2,311212
Rubí;41,49233;2,031262
Sabadell;41,54862;2,107421
Sallent;41,8242;1,89493
Sant Adrià de Besòs;41,4306;2,218239
Sant Andreu de la Barca;41,44718;1,975935
Sant Andreu de Llavaneres;41,57237;2,482367
Sant Antoni de Vilamajor;41,6737;2,400859
Sant Boi de Llobregat;41,34739;2,043103
Sant Cebrià de Vallalta;41,61977;2,600307
Sant Celoni;41,69019;2,49167
Sant Climent de Llobregat;41,33731;1,99578
Sant Cugat del Vallès;41,47186;2,082139
Sant Esteve de Palautordera;41,70347;2,435386
Sant Esteve Sesrovires;41,49455;1,872799
Sant Feliu de Codines;41,68893;2,164804
Sant Feliu de Llobregat;41,38094;2,045171
Sant Fost de Campsentelles;41,51452;2,234791
Sant Fruitós de Bages;41,74952;1,872885
Sant Hipòlit de Voltregà;42,01554;2,236254
Sant Iscle de Vallalta;41,62377;2,569127
Sant Joan de Vilatorrada;41,74549;1,805543
Sant Joan Despí;41,36769;2,056065
Sant Julià de Vilatorta;41,92231;2,324351
Sant Just Desvern;41,38576;2,075544
Sant Llorenç d'Hortons;41,46485;1,824399
Sant Llorenç Savall;41,67982;2,05931
Sant Martí de Centelles;41,76633;2,20482
Sant Martí de Tous;41,56214;1,522934
Sant Martí Sarroca;41,38578;1,611423
Sant Pere de Ribes;41,2591;1,775418
Sant Pere de Riudebitlles;41,45347;1,701628
Sant Pere de Torelló;42,07564;2,296003
Sant Pere de Vilamajor;41,68499;2,390498
Sant Pol de Mar;41,59945;2,615872
Sant Quintí de Mediona;41,46383;1,666462
Sant Quirze de Besora;42,10094;2,216611
Sant Quirze del Vallès;41,5308;2,086581
Sant Sadurní d'Anoia;41,42535;1,785673
Sant Salvador de Guardiola;41,6806;1,767125
Sant Vicenç de Castellet;41,66581;1,863849
Sant Vicenç de Montalt;41,58262;2,509926
Sant Vicenç de Torelló;42,06234;2,272757
Sant Vicenç dels Horts;41,39362;2,00987
Santa Coloma de Cervelló;41,36684;2,015083
Santa Coloma de Gramenet;41,45107;2,208978
Santa Eugènia de Berga;41,9003;2,282697
Santa Eulàlia de Riuprimer;41,9108;2,188852
Santa Eulàlia de Ronçana;41,65306;2,226111
Santa Margarida de Montbui;41,55719;1,604131
Santa Margarida i els Monjos;41,32087;1,662838
Santa Maria d'Oló;41,87207;2,035291
Santa Maria de Corcó;42,03559;2,368923
Santa Maria de Palautordera;41,6932;2,446227
Santa Perpètua de Mogoda;41,53486;2,178988
Santa Susanna;41,64069;2,716872
Santpedor;41,78357;1,839129
Sentmenat;41,61163;2,134932
Seva;41,83733;2,281063
Sitges;41,23478;1,811222
Subirats;41,38472;1,798056
Súria;41,83179;1,750768
Taradell;41,87363;2,287192
Teià;41,49969;2,320616
Terrassa;41,56095;2,01044
Tiana;41,48324;2,26898
Tona;41,84785;2,227755
Tordera;41,70206;2,71902
Torelló;42,04824;2,26272
Torre de Claramunt (La);41,53589;1,661657
Torrelavit;41,44635;1,729874
Torrelles de Foix;41,3891;1,567663
Torrelles de Llobregat;41,35389;1,97666
Ullastrell;41,52707;1,956931
Vacarisses;41,60627;1,919159
Vallbona d'Anoia;41,51962;1,708936
Vallgorguina;41,64832;2,509912
Vallirana;41,38872;1,932255
Vallromanes;41,5318;2,298065
Vic;41,93029;2,25435
Viladecans;41,31601;2,020199
Viladecavalls;41,55547;1,954526
Vilafranca del Penedès;41,34509;1,699849
Vilanova del Camí;41,57373;1,642982
Vilanova del Vallès;41,55407;2,288895
Vilanova i la Geltrú;41,22415;1,725568
Vilassar de Dalt;41,51669;2,358552
Vilassar de Mar;41,50181;2,390873
Vilobí del Penedès;41,38835;1,662088
Alp;42,37436;1,887394
Amer;42,0095;2,604287
Anglès;41,95515;2,638278
Arbúcies;41,81705;2,514368
Avinyonet de Puigventós;42,25051;2,913306
Banyoles;42,11812;2,764747
Begur;41,95374;3,208136
Besalú;42,20039;2,698663
Bescanó;41,96624;2,739396
Bisbal d'Empordà (La);41,96022;3,040184
Blanes;41,67427;2,792096
Bordils;42,04543;2,909822
Breda;41,74772;2,559948
Cadaqués;42,28896;3,278389
Caldes de Malavella;41,83933;2,809666
Calonge;41,86162;3,072578
Campdevànol;42,22223;2,167294
Camprodon;42,31283;2,364999
Cassà de la Selva;41,88774;2,875085
Castell-Platja d'Aro;41,818;3,067004
Castellfollit de la Roca;42,21913;2,550077
Castelló d'Empúries;42,25826;3,074442
Cellera de Ter (La);41,97058;2,620421
Celrà;42,02462;2,878967
Corçà;41,98789;3,015762
Cornellà del Terri;42,08915;2,816139
Cruïlles, Monells i Sant Sadurní de l'Heura;41,95469;2,991794
Escala (L');42,12479;3,132396
Figueres;42,2675;2,96084
Flaçà;42,05033;2,954067
Fontcoberta;42,14968;2,785791
Forallac;41,95794;3,057389
Fornells de la Selva;41,93181;2,812444
Girona;41,9818;2,8237
Hostalric;41,74648;2,635484
Jonquera (La);42,41669;2,873235
Llagostera;41,82928;2,893911
Llançà;42,36518;3,161217
Llers;42,29514;2,912382
Llívia;42,46312;1,979733
Lloret de Mar;41,69878;2,847584
Maçanet de la Selva;41,77703;2,73262
Mont-ras;41,90822;3,147037
Navata;42,22344;2,861938
Olot;42,18211;2,488189
Palafrugell;41,91719;3,163817
Palamós;41,84676;3,128636
Palau-saverdera;42,30775;3,147585
Pals;41,97121;3,148876
Peralada;42,30796;3,010452
Planes d'Hostoles (Les);42,0569;2,54012
Porqueres;42,12186;2,748212
Port de la Selva (El);42,33659;3,203688
Portbou;42,42653;3,15937
Preses (Les);42,14634;2,459791
Puigcerdà;42,43135;1,927728
Quart;41,93833;2,841294
Ribes de Freser;42,30637;2,169102
Riells i Viabrea;41,72167;2,551667
Ripoll;42,20079;2,190623
Riudarenes;41,82198;2,716726
Riudellots de la Selva;41,89329;2,804287
Roses;42,26297;3,174805
Salt;41,97416;2,792586
Sant Feliu de Guíxols;41,78058;3,030733
Sant Feliu de Pallerols;42,07827;2,509799
Sant Gregori;41,99061;2,759504
Sant Hilari Sacalm;41,87896;2,510884
Sant Joan de les Abadesses;42,23343;2,285532
Sant Joan les Fonts;42,2124;2,511678
Sant Julià de Ramis;42,02824;2,853541
Sant Julià del Llor i Bonmatí;41,97028;2,664303
Sant Pere Pescador;42,18796;3,082352
Santa Coloma de Farners;41,86081;2,667772
Santa Cristina d'Aro;41,81566;3,002927
Santa Pau;42,14638;2,569324
Sarrià de Ter;42,01446;2,824395
Serinyà;42,17041;2,744267
Sils;41,80917;2,743466
Torroella de Montgrí;42,04318;3,126361
Tossa de Mar;41,72018;2,932097
Ullà;42,05178;3,109733
Vall d'en Bas (La);42,11835;2,457001
Vall de Bianya (La);42,22944;2,44
Verges;42,06281;3,045836
Vidreres;41,79027;2,780014
Vilablareix;41,95639;2,773002
Viladrau;41,84894;2,391026
Vilafant;42,24642;2,937533
Vilajuïga;42,32461;3,090527
Vilamalla;42,21698;2,970136
Vilobí d'Onyar;41,88752;2,739902
Agramunt;41,78611;1,098811
Aitona;41,49576;0,4597391
Albatàrrec;41,57299;0,6057172
Albesa;41,75198;0,6582234
Alcarràs;41,56614;0,530272
Alcoletge;41,64909;0,6945253
Alfarràs;41,83093;0,5681205
Alguaire;41,73795;0,5897447
Almacelles;41,73101;0,4377279
Almenar;41,79552;0,5701049
Alpicat;41,66711;0,5552974
Anglesola;41,65731;1,086762
Arbeca;41,54045;0,9184976
Artesa de Lleida;41,55321;0,7055162
Artesa de Segre;41,89501;1,047474
Balaguer;41,7897;0,805238
Bell-lloc d'Urgell;41,6294;0,7808905
Bellcaire d'Urgell;41,75747;0,9065079
Bellpuig;41,62607;1,009216
Bellver de Cerdanya;42,37015;1,778271
Bellvís;41,67349;0,8210204
Benavent de Segrià;41,69626;0,633923
Borges Blanques (Les);41,52052;0,8692022
Bossòst;42,78545;0,6924253
Castelldans;41,49791;0,7652315
Castellserà;41,74613;0,9867843
Cervera;41,66832;1,275151
Corbins;41,69099;0,6974681
Fuliola (La);41,71503;1,017128
Gimenells i el Pla de la Font;41,65241;0,3896494
Golmés;41,63127;0,9324688
Guissona;41,7867;1,290763
Isona i Conca Dellà;42,11969;1,046651
Ivars d'Urgell;41,68353;0,9885827
Juneda;41,54811;0,8254097
Linyola;41,71127;0,9027762
Lleida;41,61415;0,6257825
Miralcamp;41,60421;0,8817882
Mollerussa;41,63004;0,8941285
Montferrer i Castellbò;42,34172;1,427727
Naut Aran;42,70889;0,9030556
Oliana;42,06369;1,312823
Palau d'Anglesola (El);41,65163;0,880874
Pobla de Segur (La);42,24765;0,9675135
Pont de Suert (El);42,40848;0,741766
Ponts;41,91546;1,184873
Puigverd de Lleida;41,54462;0,7346072
Rosselló;41,69844;0,5957855
Sant Guim de Freixenet;41,65536;1,419204
Sant Llorenç de Morunys;42,13683;1,590986
Seròs;41,46283;0,4108175
Seu d'Urgell (La);42,3567;1,459659
Solsona;41,99363;1,517701
Sort;42,41024;1,128763
Soses;41,53379;0,4879092
Tàrrega;41,64686;1,139215
Térmens;41,71759;0,7651012
Torà;41,81223;1,400911
Torrefarrera;41,67339;0,6067967
Torregrossa;41,58115;0,8252335
Torres de Segre;41,53406;0,5141932
Tremp;42,16858;0,8949026
Vall de Boí (La);42,5047;0,8036
Vallfogona de Balaguer;41,75269;0,813878
Verdú;41,61034;1,14266
Vielha e Mijaran;42,70165;0,7956383
Vilanova de Bellpuig;41,61481;0,9596246
Vilanova de la Barca;41,68935;0,7291372
Albinyana;41,24545;1,489753
Alcanar;40,54484;0,4811905
Alcover;41,26239;1,170159
Aldea (L');40,7418;0,6119037
Alforja;41,21133;0,9762403
Almoster;41,19719;1,112455
Altafulla;41,14274;1,373146
Ametlla de Mar (L');40,88507;0,8033742
Ampolla (L');40,81324;0,7095863
Amposta;40,71231;0,579972
Arboç (L');41,26535;1,603523
Ascó;41,18372;0,5671799
Banyeres del Penedès;41,27967;1,583377
Batea;41,09412;0,3120051
Bellvei;41,23992;1,577277
Benissanet;41,05704;0,6343785
Bisbal del Penedès (La);41,2802;1,488896
Borges del Camp (Les);41,17207;1,020467
Botarell;41,13564;0,9896871
Cabra del Camp;41,39497;1,275942
Calafell;41,20056;1,568441
Camarles;40,77134;0,672512
Cambrils;41,06705;1,056419
Castellvell del Camp;41,17999;1,098705
Catllar (El);41,17456;1,324055
Constantí;41,15104;1,216675
Corbera d'Ebre;41,07764;0,4780503
Cornudella de Montsant;41,26506;0,905523
Creixell;41,16623;1,440536
Cunit;41,19884;1,636739
Deltebre;40,71944;0,7083474
Espluga de Francolí (L');41,39481;1,09851
Falset;41,14634;0,8212665
Fatarella (La);41,16158;0,4733999
Flix;41,22744;0,5446956
Gandesa;41,05214;0,438685
Ginestar;41,0421;0,6326027
Horta de Sant Joan;40,95599;0,3153664
Llorenç del Penedès;41,2842;1,550656
Masdenverge;40,71414;0,5311569
Mont-roig del Camp;41,08556;0,9616579
Montblanc;41,37685;1,16147
Montbrió del Camp;41,12193;1,005617
Montmell (El);41,3175;1,454167
Móra d'Ebre;41,08859;0,6391603
Móra la Nova;41,10094;0,6511012
Morell (El);41,19229;1,206884
Pallaresos (Els);41,17577;1,272141
Perafort;41,19201;1,256016
Perelló (El);40,87543;0,7124032
Pinell de Brai (El);41,01736;0,5155108
Pla de Santa Maria (El);41,36256;1,293029
Pobla de Mafumet (La);41,18802;1,209718
Pobla de Montornès (La);41,17878;1,414619
Reus;41,15482;1,108676
Riba-roja d'Ebre;41,25058;0,4876638
Riera de Gaià (La);41,16825;1,360071
Riudecanyes;41,13054;0,9625295
Riudecols;41,16768;0,9759995
Riudoms;41,13861;1,055814
Roda de Barà;41,18538;1,456687
Roquetes;40,82109;0,5021107
Salou;41,07677;1,144041
Sant Carles de la Ràpita;40,6202;0,5928925
Sant Jaume d'Enveja;40,70399;0,7173735
Sant Jaume dels Domenys;41,29934;1,559053
Santa Bàrbara;40,71442;0,4922784
Santa Coloma de Queralt;41,53089;1,38148
Santa Oliva;41,25252;1,549377
Sarral;41,4454;1,246136
Secuita (La);41,20413;1,280623
Selva del Camp (La);41,21413;1,139606
Sénia (La);40,63339;0,2853313
Tarragona;41,11866;1,24533
Tivissa;41,03957;0,7331267
Torredembarra;41,14452;1,3971
Tortosa;40,811;0,5209974
Ulldecona;40,59736;0,4428432
Vallmoll;41,24361;1,249287
Valls;41,28728;1,251579
Vandellòs i l'Hospitalet de l'Infant;41,02011;0,8329072
Vendrell (El);41,22042;1,534845
Vila-rodona;41,30967;1,35811
Vila-seca;41,11095;1,145001
Vilallonga del Camp;41,209;1,20726
Vimbodí i Poblet;41,4008;1,048851
Vinyols i els Arcs;41,11338;1,039709
Xerta;40,90643;0,4906173
Aceuchal;38,64706;-6,487179
Ahillones;38,26235;-5,861972
Alange;38,78708;-6,243493
Albuera (La);38,71612;-6,822261
Alburquerque;39,21936;-7,001317
Alconchel;38,51668;-7,070871
Almendral;38,61327;-6,822295
Almendralejo;38,68982;-6,405679
Arroyo de San Serván;38,85286;-6,455208
Azuaga;38,25962;-5,677916
Badajoz;38,8786;-6,970284
Barcarrota;38,51441;-6,849041
Berlanga;38,28272;-5,829181
Bienvenida;38,29828;-6,21055
Bodonal de la Sierra;38,1479;-6,560087
Burguillos del Cerro;38,37848;-6,589302
Cabeza del Buey;38,72123;-5,219465
Cabeza la Vaca;38,08687;-6,422567
Calamonte;38,88998;-6,385029
Calera de León;38,10712;-6,336793
Campanario;38,86335;-5,617795
Campillo de Llerena;38,50023;-5,831132
Casas de Don Pedro;39,10563;-5,328635
Castilblanco;39,28229;-5,091
Castuera;38,72257;-5,545517
Cheles;38,51247;-7,281178
Codosera (La);39,20667;-7,169003
Coronada (La);38,9172;-5,669852
Corte de Peleas;38,72504;-6,67092
Don Benito;38,9543;-5,861752
Esparragalejo;38,94225;-6,439241
Esparragosa de la Serena;38,6495;-5,607008
Esparragosa de Lares;38,97508;-5,270102
Feria;38,51197;-6,564341
Fregenal de la Sierra;38,16476;-6,651353
Fuenlabrada de los Montes;39,13128;-4,935597
Fuente de Cantos;38,24661;-6,309231
Fuente del Maestre;38,52863;-6,449848
Fuentes de León;38,06809;-6,538614
Garrovilla (La);38,92122;-6,475953
Granja de Torrehermosa;38,31067;-5,597606
Guareña;38,86047;-6,104637
Haba (La);38,91763;-5,801109
Herrera del Duque;39,16891;-5,051313
Higuera de la Serena;38,64634;-5,741075
Higuera de Vargas;38,44587;-6,973897
Higuera la Real;38,14108;-6,689744
Hornachos;38,55511;-6,069669
Jerez de los Caballeros;38,31935;-6,771007
Llerena;38,23769;-6,015329
Lobón;38,84752;-6,625467
Maguilla;38,36658;-5,837015
Medellín;38,96302;-5,957706
Medina de las Torres;38,34339;-6,411753
Mérida;38,91586;-6,345606
Mirandilla;39,0017;-6,289864
Monesterio;38,08678;-6,274293
Montemolín;38,15512;-6,214543
Monterrubio de la Serena;38,5892;-5,443485
Montijo;38,90995;-6,617333
Nava de Santiago (La);39,06277;-6,50497
Navalvillar de Pela;39,09064;-5,469171
Oliva de la Frontera;38,27606;-6,91992
Oliva de Mérida;38,79173;-6,126723
Olivenza;38,68164;-7,101516
Orellana la Vieja;39,00505;-5,534274
Parra (La);38,5215;-6,6244
Peñalsordo;38,81918;-5,114106
Puebla de Alcocer;38,98521;-5,257938
Puebla de la Calzada;38,89429;-6,624558
Puebla de Obando;39,17762;-6,628193
Puebla de Sancho Pérez;38,39765;-6,399928
Pueblonuevo del Guadiana;38,92309;-6,755604
Quintana de la Serena;38,74163;-5,672316
Ribera del Fresno;38,55236;-6,241587
Roca de la Sierra (La);39,10997;-6,689936
Salvaleón;38,50986;-6,786355
Salvatierra de los Barros;38,49078;-6,685156
San Vicente de Alcántara;39,36045;-7,13695
Santa Amalia;39,01209;-6,01155
Santa Marta;38,61237;-6,629105
Santos de Maimona (Los);38,44897;-6,383959
Segura de León;38,12104;-6,528532
Siruela;38,97767;-5,051702
Solana de los Barros;38,72629;-6,538014
Talarrubias;39,03328;-5,236056
Talavera la Real;38,8765;-6,77358
Torre de Miguel Sesmero;38,61896;-6,796033
Torremayor;38,90372;-6,536332
Torremejía;38,78965;-6,381672
Trujillanos;38,9516;-6,259639
Usagre;38,35719;-6,164374
Valdecaballeros;39,24578;-5,191957
Valdelacalzada;38,88985;-6,701389
Valdetorres;38,91568;-6,068682
Valencia del Ventoso;38,265;-6,474613
Valle de la Serena;38,70062;-5,799649
Valle de Santa Ana;38,36528;-6,788002
Valverde de Leganés;38,67241;-6,981911
Valverde de Mérida;38,91176;-6,221605
Villafranca de los Barros;38,5623;-6,337831
Villagonzalo;38,86309;-6,196941
Villalba de los Barros;38,61292;-6,509777
Villanueva de la Serena;38,97399;-5,800302
Villanueva del Fresno;38,37597;-7,168993
Villar de Rena;39,07669;-5,811779
Villar del Rey;39,13239;-6,847796
Zafra;38,4258;-6,416446
Zahínos;38,33017;-6,955032
Zalamea de la Serena;38,64977;-5,656967
Zarza (La);38,81807;-6,217914
Ahigal;40,1902;-6,185196
Alcántara;39,71918;-6,886507
Alcuéscar;39,18246;-6,228958
Aldeanueva de la Vera;40,1274;-5,701673
Alía;39,44883;-5,217654
Aliseda;39,42412;-6,691398
Almaraz;39,81441;-5,676382
Almoharín;39,17651;-6,045032
Arroyo de la Luz;39,48631;-6,581785
Brozas;39,61208;-6,777935
Cabezuela del Valle;40,19462;-5,807104
Cáceres;39,47618;-6,37076
Caminomorisco;40,32347;-6,290466
Campo Lugar;39,19566;-5,770979
Cañamero;39,3801;-5,388996
Cañaveral;39,78916;-6,394412
Carcaboso;40,04923;-6,213867
Casar de Cáceres;39,56156;-6,416811
Casar de Palomero;40,29464;-6,256925
Casatejada;39,88761;-5,683491
Castañar de Ibor;39,6278;-5,416543
Ceclavín;39,82228;-6,770211
Cilleros;40,11362;-6,792156
Coria;39,98358;-6,539727
Eljas;40,21554;-6,84604
Galisteo;39,97344;-6,2659
Garganta la Olla;40,11181;-5,77565
Garrovillas de Alconétar;39,70975;-6,54906
Gata;40,23882;-6,595838
Guadalupe;39,45216;-5,330024
Guijo de Galisteo;40,09397;-6,409966
Hervás;40,2739;-5,866045
Jaraíz de la Vera;40,06082;-5,757348
Jarandilla de la Vera;40,12643;-5,658391
Jerte;40,21983;-5,755953
Logrosán;39,33704;-5,486933
Losar de la Vera;40,12332;-5,605157
Madrigal de la Vera;40,14826;-5,369092
Madrigalejo;39,13836;-5,628703
Madroñera;39,42639;-5,754245
Majadas;39,94258;-5,748076
Malpartida de Cáceres;39,44617;-6,505743
Malpartida de Plasencia;39,97929;-6,048531
Miajadas;39,15122;-5,907261
Montánchez;39,22698;-6,146751
Montehermoso;40,08851;-6,348759
Moraleja;40,06754;-6,657399
Navaconcejo;40,17633;-5,829202
Navalmoral de la Mata;39,88757;-5,560554
Navas del Madroño;39,62302;-6,651073
Nuñomoral;40,40713;-6,246152
Peraleda de la Mata;39,85395;-5,461355
Pesga (La);40,32642;-6,176128
Pinofranqueado;40,30349;-6,332713
Piornal;40,11704;-5,850621
Plasencia;40,0305;-6,088251
Riolobos;39,92095;-6,304895
Rosalejo;39,99511;-5,458256
Serradilla;39,83054;-6,138085
Sierra de Fuentes;39,43762;-6,275741
Talayuela;39,98579;-5,609766
Tornavacas;40,25297;-5,69185
Torrecillas de la Tiesa;39,56844;-5,742724
Torrejoncillo;39,89564;-6,466379
Torremocha;39,34707;-6,170862
Torreorgaz;39,38263;-6,247857
Trujillo;39,45842;-5,881428
Valdefuentes;39,27539;-6,12266
Valencia de Alcántara;39,41135;-7,246899
Valverde del Fresno;40,22512;-6,877804
Villanueva de la Vera;40,12963;-5,4642
Zarza de Granadilla;40,23764;-6,047421
Zarza la Mayor;39,87599;-6,86481
Zorita;39,28505;-5,700322
Abegondo;43,21667;-8,283333
Ames;42,9;-8,633333
Aranga;43,23333;-8,016667
Ares;43,4263;-8,247746
Arteixo;43,30451;-8,511387
Arzúa;42,92717;-8,164196
Baña (A);42,80187;-8,842805
Bergondo;43,31667;-8,233334
Betanzos;43,28106;-8,211315
Boimorto;43,008;-8,127
Boiro;42,65;-8,9
Boqueixón;42,817;-8,417
Brión;42,867;-8,678
Cabana de Bergantiños;43,21917;-8,98
Cabanas;43,41724;-8,16521
Camariñas;43,12862;-9,184929
Cambre;43,29416;-8,34498
Capela (A);42,69293;-8,792709
Carballo;43,21217;-8,691041
Cariño;43,73265;-7,877766
Carnota;42,82107;-9,0871
Carral;43,2297;-8,355897
Cedeira;43,66142;-8,05547
Cee;42,95541;-9,18975
Cerceda;43,16024;-8,473271
Cerdido;43,62384;-7,994961
Cesuras;43,17367;-8,197223
Coirós;43,25033;-8,164351
Corcubión;42,94464;-9,19431
Coristanco;43,19048;-8,760949
Coruña (A);43,37087;-8,395835
Culleredo;43,31584;-8,384923
Curtis;43,12437;-8,146308
Dodro;42,7175;-8,714723
Dumbría;43,00933;-9,11521
Fene;43,47521;-8,165961
Ferrol;43,48839;-8,222509
Fisterra;42,90507;-9,264338
Frades;43,04;-8,277223
Irixoa;43,28474;-8,058925
Laracha (A);43,25232;-8,584469
Laxe;43,21975;-9,005163
Lousame;42,75896;-8,846885
Malpica de Bergantiños;43,32416;-8,809312
Mañón;43,7692;-7,685581
Mazaricos;42,93893;-8,992199
Melide;42,91393;-8,014727
Mesía;43,11592;-8,244491
Miño;43,3475;-8,206388
Moeche;43,55053;-7,991225
Monfero;43,32491;-8,054685
Mugardos;43,46075;-8,253842
Muros;42,77432;-9,057509
Muxía;43,10466;-9,218463
Narón;43,53705;-8,180766
Neda;43,50128;-8,156269
Negreira;42,90954;-8,736245
Noia;42,78525;-8,888309
Oleiros;43,3335;-8,313619
Ordes;43,07674;-8,407746
Oroso;42,99442;-8,434846
Ortigueira;43,68634;-7,851941
Outes;42,85127;-8,926455
Oza dos Ríos;43,21533;-8,186943
Paderne;43,28677;-8,176355
Padrón;42,73898;-8,660538
Pino (O);42,98462;-8,313807
Pobra do Caramiñal (A);42,6033;-8,938943
Ponteceso;43,24269;-8,900965
Pontedeume;43,40258;-8,152691
Pontes de García Rodríguez (As);43,44582;-7,849446
Porto do Son;42,72468;-9,006695
Rianxo;42,65199;-8,81842
Ribeira;42,57627;-9,023945
Rois;42,76181;-8,706309
Sada;43,35093;-8,254611
San Sadurniño;43,56245;-8,054992
Santa Comba;43,0477;-8,814226
Santiago de Compostela;42,88045;-8,546304
Santiso;42,85;-8,05
Sobrado;43,042;-8,027381
Somozas (As);43,53605;-7,924339
Teo;42,80227;-8,586169
Toques;42,96787;-7,988449
Tordoia;43,088;-8,56
Touro;42,86709;-8,306829
Trazo;43,01667;-8,533333
Val do Dubra;43,0225;-8,638333
Valdoviño;43,6;-8,133056
Vedra;42,78234;-8,467377
Vilarmaior;43,34461;-8,15395
Vilasantar;43,06667;-8,1
Vimianzo;43,1103;-9,033895
Zas;43,09975;-8,916149
Abadín;43,36666;-7,483333
Alfoz;43,52817;-7,414435
Antas de Ulla;42,78225;-7,891078
Baleira;43,00167;-7,239167
Baralla;42,89286;-7,253127
Barreiros;43,53333;-7,233333
Becerreá;42,85341;-7,162147
Begonte;43,14534;-7,680204
Bóveda;42,62622;-7,479327
Burela;43,65594;-7,363514
Carballedo;42,51667;-7,833333
Castro de Rei;43,20859;-7,400369
Castroverde;43,03097;-7,327102
Cervantes;42,86984;-7,060073
Cervo;43,68209;-7,44769
Chantada;42,60867;-7,773468
Corgo (O);42,93829;-7,415542
Cospeito;43,23597;-7,558825
Folgoso do Courel;42,58882;-7,195468
Fonsagrada (A);43,12375;-7,06791
Foz;43,56639;-7,25667
Friol;43,02889;-7,79354
Guitiriz;43,18174;-7,900185
Guntín;42,88778;-7,697222
Incio (O);42,64861;-7,33
Láncara;42,86206;-7,348236
Lourenzá;43,4711;-7,297891
Lugo;43,01208;-7,555851
Meira;43,2131;-7,294944
Mondoñedo;43,4281;-7,362851
Monforte de Lemos;42,5185;-7,510688
Monterroso;42,79319;-7,836526
Navia de Suarna;42,96486;-7,003865
Nogais (As);42,80933;-7,109268
Ourol;43,55678;-7,636109
Outeiro de Rei;43,10213;-7,615168
Palas de Rei;42,87424;-7,868907
Pantón;42,51667;-7,6
Paradela;42,76667;-7,6
Páramo (O);42,8396;-7,535555
Pastoriza (A);43,30063;-7,351371
Pedrafita do Cebreiro;42,72624;-7,021226
Pobra do Brollón (A);42,55704;-7,392418
Pol;43,15272;-7,330053
Pontenova (A);43,34803;-7,192536
Portomarín;42,80775;-7,615518
Quiroga;42,47597;-7,271719
Rábade;43,12088;-7,621819
Ribadeo;43,53735;-7,043029
Ribas de Sil;42,44611;-7,297662
Riotorto;43,35972;-7,254445
Samos;42,73054;-7,325293
Sarria;42,77766;-7,414474
Saviñao (O);42,64709;-7,654811
Sober;42,46107;-7,586344
Taboada;42,71615;-7,762904
Trabada;43,44833;-7,194592
Valadouro (O);43,56673;-7,459773
Vicedo (O);43,73336;-7,672058
Vilalba;43,29541;-7,684412
Viveiro;43,66143;-7,594532
Xermade;43,35552;-7,813554
Xove;43,68557;-7,512421
Allariz;42,19012;-7,801597
Amoeiro;42,40992;-7,954321
Arnoia (A);42,25028;-8,133056
Avión;42,37632;-8,250866
Baltar;41,94975;-7,716806
Bande;42,03019;-7,976335
Baños de Molgas;42,24161;-7,672231
Barbadás;42,29916;-7,887585
Barco de Valdeorras (O);42,41542;-6,98196
Beariz;42,4678;-8,273106
Blancos (Os);41,99734;-7,752397
Boborás;42,43336;-8,142965
Bola (A);42,152;-7,915448
Bolo (O);42,4406;-8,006111
Calvos de Randín;41,94423;-7,897644
Carballeda de Avia;42,32087;-8,164418
Carballeda de Valdeorras;42,37857;-6,880474
Carballiño (O);42,42981;-8,077559
Cartelle;42,24883;-8,070292
Castrelo de Miño;42,28333;-8,116667
Castrelo do Val;41,9929;-7,42577
Castro Caldelas;42,37637;-7,411907
Celanova;42,15223;-7,958191
Cenlle;42,34312;-8,087995
Coles;42,40143;-7,836892
Cortegada;42,20771;-8,169045
Cualedro;41,99015;-7,595024
Entrimo;41,93333;-8,116667
Esgos;42,32457;-7,695685
Gomesende;42,16586;-8,103775
Gudiña (A);42,06117;-7,138263
Irixo (O);42,52346;-8,107206
Laza;42,06162;-7,461647
Leiro;42,36928;-8,123707
Lobeira;41,99889;-8,043056
Lobios;41,89356;-8,068343
Maceda;42,27217;-7,650074
Manzaneda;42,31055;-7,235425
Maside;42,41143;-8,025622
Melón;42,25759;-8,217762
Merca (A);42,22276;-7,904709
Mezquita (A);42,00964;-7,04605
Monterrei;41,94715;-7,449487
Muíños;41,95426;-7,985605
Nogueira de Ramuín;42,41308;-7,726115
Oímbra;41,88543;-7,47204
Ourense;42,34001;-7,864641
Paderne de Allariz;42,2775;-7,745833
Padrenda;42,13334;-8,15
Pereiro de Aguiar (O);42,34643;-7,801086
Peroxa (A);42,43982;-7,795459
Petín;42,38257;-7,125877
Piñor;42,49816;-8,004752
Pobra de Trives (A);42,33931;-7,2539
Porqueira;42,01787;-7,839515
Rairiz de Veiga;42,08272;-7,833268
Ramirás;42,18779;-8,022355
Ribadavia;42,28755;-8,143497
Riós;41,97426;-7,282634
Rúa (A);42,39249;-7,120533
Rubiá;42,44963;-6,948192
San Amaro;42,37314;-8,071692
San Cibrao das Viñas;42,29727;-7,873343
San Cristovo de Cea;42,4728;-7,985322
Sandiás;42,11305;-7,756991
